name,state,established,stamp_index,coordinates,latitude,longitude
CALLIHAM,Texas,1923,0,True,28.45845,-98.35757
CALPET,Wyoming,1927,1,True,42.28383,-110.2591
CALPINE,California,1921,2,True,39.66462,-120.4338
CALVA,Arizona,1938,4,True,33.18061,-110.1865
CALWA,California,1949,1,True,36.70674,-119.7567
CAMERON,New Mexico,1939,1,True,34.90861,-103.3183
CAMP ALLISON,Texas,1927,2,True,30.48213,-100.1498
CAMP ANGELUS,California,1924,2,True,34.14584,-116.9825
CAMP CONNELL,California,1934,1,True,38.31019,-120.2771
CAMP GALENA,South Dakota,1927,4,True,44.3336,-103.641
CAMP JUDSON,South Dakota,1929,4,True,43.90416,-102.381
CAMP MCCALLUM,California,1942,1,True,36.64246,-121.5347
CAMP NAMANU,Oregon,1939,2,True,45.4479,-122.2431
CAMP NELSON,California,1935,1,True,36.14272,-118.6093
CAMP RICHARDSON,California,1927,1,True,38.91445,-120.0062
CAMP RUBY,Texas,1926,1,True,30.69687,-94.72937
CAMP SACRAMENTO,California,1929,2,True,38.80213,-120.1166
CAMP SEALE,Texas,1940,1,True,30.57548,-94.6077
CAMP SEALTH,Washington,1922,2,True,47.36343,-122.5229
CAMP SHERMAN,Oregon,1922,0,True,44.4599,-121.643
CAMP SIERRA,California,1924,2,True,37.1905,-119.2598
CAMP WHITE,Oregon,1949,1,True,42.42672,-122.8516
CAMP WOOD,Arizona,1926,1,True,34.80058,-112.8794
CAMPSITE,Montana,1922,3,True,47.13413,-110.9424
CAMRUD,Montana,1921,5,True,48.45252,-105.5347
CANNON BEACH,Oregon,1922,0,True,45.81927,-123.9512
CANOGA PARK,California,1931,0,True,34.21841,-118.5984
CANONES,New Mexico,1921,0,True,36.18807,-106.44
CANTUA CREEK,California,1941,0,True,36.50154,-120.3156
CANTWELL,Alaska,1924,0,True,63.39199,-148.9009
CANYON,California,1927,0,True,37.8304,-122.1659
CANYONDAM,California,1940,0,True,40.17183,-121.0727
CAPE MEARES,Oregon,1953,3,True,45.48982,-123.9587
CAPE POLE,Alaska,1949,2,True,55.965,-133.7933
CAPE YAKATAGA,Alaska,1935,1,True,60.06639,-142.4308
CAPISTRANO BEACH,California,1925,1,True,33.4652,-117.6787
CAPTAIN COOK,Hawaii,1924,0,True,19.48779,-155.9078
CAPULIN,New Mexico,1922,0,True,36.23113,-106.8059
CARBONA,California,1926,5,True,37.69604,-121.4122
CARBONDALE,Oklahoma,1927,5,True,36.09537,-96.02028
CARBONDALE,California,1922,1,True,38.4088,-121.0069
CAREY,California,1927,5,True,34.03754,-117.7524
CARIBOU,California,1922,1,True,40.08044,-121.1577
CARMEL VALLEY,California,1952,0,True,36.47967,-121.7276
CARMICHAEL,California,1921,0,True,38.62725,-121.3291
CARNAHAN,New Mexico,1927,3,True,35.24088,-106.1986
CARNATION,Washington,1922,0,True,47.64699,-121.9133
CARP,Nevada,1925,1,True,37.11191,-114.4928
CARPENTERVILLE,Oregon,1932,3,True,42.22011,-124.3395
CARTER NINE,Oklahoma,1928,1,True,36.74476,-96.66142
CARTWRIGHT,Oklahoma,1940,0,True,33.85326,-96.56615
CARVER,Oregon,1924,3,True,45.39457,-122.4973
CASCADE SUMMIT,Oregon,1927,1,True,43.57929,-122.0423
CASTLE BUTTE,Arizona,1947,2,True,35.30474,-110.3487
CASTLE HOT SPRINGS,Arizona,1936,1,True,33.98337,-112.3604
CASTOLON,Texas,1926,1,True,29.13326,-103.5143
CAT CREEK,Montana,1922,1,True,47.06471,-108.0062
CATHEDRAL CITY,California,1928,0,True,33.80565,-116.4572
CATHERINE,Kansas,1926,2,True,38.92723,-99.21677
CATHEYS VALLEY,California,1964,0,True,37.43261,-120.0981
CAVE JUNCTION,Oregon,1936,0,True,42.1672,-123.6475
CAVE VALLEY,Nevada,1926,6,True,38.643,-114.8042
CEDAR CAMP,Oregon,1932,6,True,44.89429,-122.572
CEDAR CREEK,Arizona,1946,3,True,33.8956,-110.1737
CEDAR CREST,California,1923,1,True,37.24494,-119.2012
CEDAR GLEN,California,1939,0,True,34.25493,-117.1709
CEDAR PINES PARK,California,1927,0,True,34.24988,-117.3256
CEDAR RIDGE,California,1948,0,True,39.19916,-121.0228
CEDARHURST,Nevada,1922,5,True,38.26663,-114.2708
CEE VEE,Texas,1928,0,True,34.22313,-100.4457
CEEKAY,Montana,1932,3,True,47.59944,-108.1123
CENTRAL,Alaska,1925,0,True,65.57107,-144.8099
CENTRAL FERRY,Washington,1924,2,True,46.62654,-117.8185
CENTRAL VALLEY,California,1938,0,True,40.68043,-122.3711
CHAFFEE,Washington,1924,5,True,46.26013,-119.6067
CHALKTON,Texas,1939,4,True,32.1254,-101.2612
CHAMBERS,Nebraska,1984,0,True,42.20496,-98.74838
CHAMBERS LODGE,California,1928,1,True,39.07324,-120.1413
CHANDLER HEIGHTS,Arizona,1938,1,True,33.24482,-111.6385
CHANNELVIEW,Texas,1933,0,True,29.78185,-95.12542
CHAPMAN,Montana,1929,1,True,48.86862,-108.1332
CHAPMAN RANCH,Texas,1926,0,True,27.58835,-97.45432
CHARLESTON,Oregon,1924,1,True,43.34011,-124.3301
CHAVES,New Mexico,1932,2,True,33.36332,-104.4669
CHEFORNAK,Alaska,1961,0,True,60.15793,-164.2803
CHEMULT,Oregon,1928,0,True,43.21689,-121.7825
CHENA HOT SPRINGS,Alaska,1924,7,True,65.05306,-146.0556
CHENEGA,Alaska,1947,1,True,60.28139,-148.0761
CHEVAK,Alaska,1951,0,True,61.52861,-165.5905
CHEYENNE,Texas,1929,2,True,31.98513,-103.1257
CHIGNIK LAGOON,Alaska,1962,0,True,56.30998,-158.5347
CHIMNEY ROCK,Colorado,1950,1,True,37.22861,-107.3464
CHIMOPOVY,Arizona,1926,3,True,35.80556,-110.5279
CHINA LAKE,California,1948,1,True,35.65079,-117.6617
CHINATI,Texas,1924,2,True,29.82406,-104.6058
CHINO VALLEY,Arizona,1923,0,True,34.75928,-112.4526
CHIPITA PARK,Colorado,1935,1,True,38.92443,-105.0066
CHIQUITA,New Mexico,1935,5,True,32.7926,-105.5605
CHOUTEAU,Oklahoma,1941,0,True,36.18823,-95.3446
CHUBBUCK,California,1938,1,True,34.365,-115.2861
CHUGIAK,Alaska,1947,0,True,61.40086,-149.4683
CHURCH ROCK,New Mexico,1952,0,True,35.5417,-108.6084
CIENEGA,New Mexico,1927,3,True,32.0515,-105.1002
CIRCLE BACK,Texas,1931,1,True,34.03231,-102.6644
CIRCLE SPRINGS,Alaska,1929,1,True,65.48333,-144.6342
CITRUS HEIGHTS,California,1947,0,True,38.68115,-121.2973
CLAM GULCH,Alaska,1950,0,True,60.22643,-151.4022
CLARAVILLE,California,1940,1,True,35.44218,-118.3295
CLARETON,Wyoming,1921,1,True,43.70053,-104.6925
CLARKS POINT,Alaska,1935,0,True,58.83468,-158.5475
CLARKVILLE,Colorado,1938,1,True,40.39499,-102.626
CLAUD,Oklahoma,1927,1,True,34.49702,-97.60202
CLAUENE,Texas,1922,4,True,33.46176,-102.376
CLAUNCH,New Mexico,1930,0,True,34.14201,-105.9944
CLAY SPUR,Wyoming,1930,5,True,44.02248,-104.4763
CLEAR CREEK,California,1934,1,True,41.70929,-123.4503
CLEARLAKE,California,1923,1,True,38.96241,-122.6396
CLEARLAKE HIGHLANDS,California,1925,0,True,38.96241,-122.6396
CLEARLAKE OAKS,California,1935,0,True,39.02624,-122.661
CLEARLAKE PARK,California,1937,0,True,38.96768,-122.6605
CLEATOR,Arizona,1925,1,True,34.27864,-112.2329
CLEBIT,Oklahoma,1924,1,True,34.39038,-95.02023
CLEMSCOT,Oklahoma,1924,1,True,34.34731,-97.45669
CLIFFDALE,Colorado,1923,2,True,39.4086,-105.3764
CLIFFDALE,Nevada,1921,7,True,37.11191,-114.4928
CLIFTON,North Dakota,1938,2,True,47.89111,-100.0343
CLUTE,Texas,1942,0,True,29.02491,-95.39974
COAL CREEK,Alaska,1936,1,True,65.30528,-143.1536
COBALT,Idaho,1951,1,True,44.99964,-114.3356
COBOL,Alaska,1947,2,True,57.48972,-135.8711
COHOE,Alaska,1950,1,True,60.36861,-151.3064
COLCORD,Oklahoma,1930,0,True,36.26354,-94.69624
COLD BAY,Alaska,1954,0,True,55.20223,-162.7168
COLE,Montana,1929,5,True,48.54111,-107.4687
COLEHARBOR,North Dakota,1923,0,True,47.54288,-101.2226
COLLEGE,Alaska,1926,1,True,64.84842,-147.8281
COLLEYVILLE,Texas,1954,0,True,32.89183,-97.14482
COLLINS PARK,New Mexico,1951,2,True,33.64228,-108.4703
COLORADO CITY,Texas,1939,0,True,32.38992,-100.8672
COLORADO CITY,Arizona,1961,0,True,36.98901,-112.9744
COLSTRIP,Montana,1925,0,True,45.88224,-106.6285
COLUMBIA,Utah,1923,1,True,39.51691,-110.3827
COMET,Alaska,1937,6,True,58.86778,-135.1406
COMMERCE CITY,Colorado,1963,0,True,39.83032,-104.9112
COMSTOCK,Nevada,1923,7,True,39.27019,-119.6616
CONCHAS DAM,New Mexico,1936,1,True,35.40283,-104.19
CONDA,Idaho,1921,1,True,42.72825,-111.5324
CONDON,Montana,1952,0,True,47.56973,-113.7488
CONIFER,Colorado,1961,0,True,39.5438,-105.2954
CONSUMERS,Utah,1925,3,True,39.70052,-111.0627
CONTINENTAL DIVIDE,New Mexico,1949,0,True,35.42169,-108.3106
COOKE CITY,Montana,1957,0,True,45.01984,-109.9321
COOLIDGE,Texas,1931,0,True,31.75268,-96.65096
COOLIDGE,Arizona,1926,0,True,32.97743,-111.5186
COOLIDGE,Montana,1922,3,True,45.48937,-113.0364
COOLIDGE,New Mexico,1926,1,True,35.44697,-108.3634
COOLIDGE DAM,Arizona,1928,1,True,33.18201,-110.5265
COOPER,Oklahoma,1923,2,True,36.81115,-96.75198
COOPER LANDING,Alaska,1937,0,True,60.4896,-149.8118
COOS BAY,Oregon,1945,0,True,43.36319,-124.2171
COPALIS BEACH,Washington,1924,0,True,47.1147,-124.1691
COPALIS CROSSING,Washington,1927,0,True,47.11105,-124.0762
COPPER,Oregon,1924,4,True,42.02651,-123.1467
COPPER SPUR,Colorado,1929,1,True,39.91054,-106.6884
CORDOVA,Montana,1924,2,True,47.72162,-111.7836
CORNUDAS,Texas,1938,4,True,31.77983,-105.4711
CORONAL DEL MAR,California,1926,0,True,33.59485,-117.8682
CORWINE CENTER,Montana,1928,2,True,48.95557,-107.5112
COSO JUNCTION,California,1925,1,True,36.04494,-117.9473
COTTIER,Wyoming,1923,2,True,42.02219,-104.2636
COTTON CENTER,Texas,1935,0,True,33.98361,-101.9925
COULEE,Washington,1922,1,True,47.61126,-119.2922
COULEE DAM,Washington,1934,0,True,47.96634,-118.9762
COUNTYLINE,Oklahoma,1951,0,True,34.44901,-97.56417
COURTNEY,Oklahoma,1926,1,True,33.92566,-97.54363
COURTROCK,Oregon,1926,1,True,44.64043,-119.3672
COW CREEK,Montana,1930,3,True,47.6814,-105.6544
COWELL,California,1922,1,True,37.9527,-121.9894
COX CITY,Oklahoma,1927,1,True,34.72535,-97.7317
COY CITY,Texas,1930,1,True,28.8247,-98.04028
CRANNELL,California,1922,1,True,41.01179,-124.0848
CRESCENT LAKE,Oregon,1927,0,True,43.50929,-121.9695
CREST PARK,California,1949,0,True,34.2339,-117.1964
CREWPORT,Washington,1944,1,True,46.36069,-120.1884
CRISWELL,Montana,1937,4,True,45.90549,-110.478
CROMWELL,Oklahoma,1924,0,True,35.34139,-96.45873
CROOKED CREEK,Alaska,1927,0,True,61.86842,-158.1319
CROSS,Texas,1925,2,True,28.60471,-98.54641
CROSS ROAD,California,1935,1,True,34.21446,-114.2158
CROSSROADS,New Mexico,1925,0,True,33.51232,-103.3397
CROTON,Wyoming,1923,2,True,44.52415,-105.9536
CROUCH,Idaho,1936,1,True,44.11517,-115.971
CROW COULEE,Montana,1928,4,True,47.91442,-110.4174
CRUZATTE,Oregon,1929,6,True,43.62512,-122.1811
CRYSTAL BAY,Nevada,1937,0,True,39.22895,-120.0033
CUCHARA,Colorado,1957,2,True,37.37918,-105.1003
CULP CREEK,Oregon,1925,0,True,43.70346,-122.8476
CUMMINGS,North Dakota,1922,0,True,47.5147,-97.07953
CUNDIYO,New Mexico,1922,1,True,35.95919,-105.8964
CUNICO,New Mexico,1927,2,True,36.65392,-104.1078
CURRIE,Texas,1921,2,True,31.86377,-96.44359
CURRY,Alaska,1926,2,True,62.61472,-150.0119
CURTIS,Texas,1945,1,True,30.92131,-94.06463
CUSTER CITY,Oklahoma,1979,0,True,35.66435,-98.88373
CUTLER CITY,Oregon,1930,1,True,44.96,-124.0121
CUTOFF,Alaska,1947,3,True,65.69861,-156.3997
CUTTEN,California,1929,1,True,40.77149,-124.1425
CUYAMA,California,1942,0,True,34.93525,-119.6151
CYPRESS,California,1927,0,True,33.83116,-118.0324
DAHLIA,New Mexico,1928,1,True,35.12144,-105.2769
DAISETTA,Texas,1921,0,True,30.11295,-94.64496
DALLESPORT,Washington,1937,0,True,45.61722,-121.1779
DANA POINT,California,1929,0,True,33.46582,-117.7009
DANCIGER,Texas,1934,0,True,29.16867,-95.80897
DANOFFVILLE,New Mexico,1923,5,True,35.33281,-108.6704
DANT,Oregon,1950,3,True,45.03818,-121.1134
DARCO,Texas,1952,1,True,32.40904,-94.43576
DARDANELLE,California,1924,1,True,38.34102,-119.7671
DATELAND,Arizona,1942,1,True,32.79644,-113.541
DAVIDELL,Montana,1928,2,True,46.56166,-107.0528
DAVIS DAM,Arizona,1950,2,True,35.18,-114.5664
DAVIS DAM,Nevada,1947,3,True,35.19305,-114.5741
DAVISTOWN,Texas,1925,4,True,28.7997,-98.75725
DEADWOOD,Idaho,1944,3,True,44.46823,-115.5829
DEAL,Texas,1926,4,True,35.59532,-101.5721
DEL BONITA,Montana,1939,3,True,48.99805,-112.7881
DEL LOMA,California,1928,1,True,40.77847,-123.3323
DEL MAR,Texas,1931,2,True,26.01175,-97.15219
DELAKE,Oregon,1924,1,True,44.96233,-124.0162
DELL CITY,Texas,1949,0,True,31.93986,-105.2015
DELLEKER,California,1927,1,True,39.80879,-120.498
DELLWOOD,Oregon,1940,2,True,43.369,-124.014
DELMITA,Texas,1931,0,True,26.67985,-98.41369
DELTA JUNCTION,Alaska,1957,0,True,64.04307,-145.7348
DENALI,Alaska,1922,4,True,63.17861,-147.4661
DENBY,South Dakota,1922,1,True,43.06082,-102.3377
DENIO,Nevada,1951,0,True,41.98789,-118.6363
DENVER CITY,Texas,1939,0,True,32.96825,-102.8285
DENWORTH,Texas,1932,1,True,35.39394,-100.6079
DEPOE BAY,Oregon,1928,0,True,44.81802,-124.0625
DESERT CENTER,California,1934,0,True,33.71356,-115.4024
DESERT HOT SPRINGS,California,1944,0,True,33.94625,-116.5049
DESERT SPRINGS,California,1949,1,True,34.43333,-117.6467
DESMONT,California,1959,1,True,34.43846,-117.6423
DEVILS DEN,California,1946,3,True,35.76552,-119.9749
DEVILS TOWER,Wyoming,1925,0,True,44.58938,-104.6983
DEWEESE,Nebraska,1987,0,True,40.35531,-98.13904
DEWRIGHT,Oklahoma,1931,2,True,35.08758,-96.65863
DI GIORGIO,California,1944,0,True,35.25274,-118.8515
DIAMOND LAKE,Oregon,1925,1,True,43.17874,-122.1389
DIAMOND SPRINGS,California,1950,0,True,38.69435,-120.8139
DICKS,Colorado,1926,3,True,37.20307,-104.6947
DIES,Texas,1931,2,True,30.86131,-94.48992
DIESSNER,Nevada,1923,6,True,41.85184,-119.8138
DILL CITY,Oklahoma,1944,0,True,35.27736,-99.12958
DILLARD,Oklahoma,1924,1,True,34.18732,-97.40474
DILLON BEACH,California,1922,0,True,38.24998,-122.9645
DINKEY CREEK,California,1925,1,True,37.08606,-119.1576
DINOSAUR,Colorado,1966,0,True,40.24504,-109.0096
DISNEY,Oklahoma,1938,0,True,36.48047,-95.01569
DODSON,Texas,1937,0,True,34.76642,-100.022
DOHENY PARK,California,1926,1,True,33.46253,-117.6717
DOS CABEZAS,Arizona,1949,1,True,32.17536,-109.6134
DOT LAKE,Alaska,1952,4,True,63.6606,-144.0662
DOUGHERTY,Texas,1928,0,True,33.94212,-101.0869
DOUTY,Oregon,1921,6,True,45.71928,-123.3996
DRAGERTON,Utah,1943,1,True,39.54247,-110.4213
DRAKE,Arizona,1936,3,True,34.98141,-112.3763
DREXEL,Montana,1928,1,True,47.3266,-115.2526
DRY LAKE,Nevada,1925,2,True,36.45664,-114.8431
DU NOIR,Wyoming,1921,2,True,43.56579,-109.8157
DUDERANCH,Montana,1927,2,True,45.14855,-110.7827
DUGAS,Arizona,1926,3,True,34.36197,-111.9785
DULL CENTER,Wyoming,1921,1,True,43.42358,-104.9827
DUNBAR,Oklahoma,1925,1,True,34.45871,-95.56053
DUNCAN,Wyoming,1931,1,True,42.48718,-108.7559
DUNMOVIN,California,1938,2,True,36.08855,-117.9612
DUNNE,Wyoming,1921,5,True,42.86024,-108.5654
DUNPHY,Nevada,1921,3,True,40.7088,-116.5301
DUORO,New Mexico,1922,2,True,34.47479,-104.9355
DUPONT,Colorado,1926,0,True,39.84373,-104.9209
DUSTY,New Mexico,1927,1,True,33.61229,-107.6517
DUTCH JOHN,Utah,1958,0,True,40.93133,-109.4012
DUTHIE,Idaho,1931,1,True,47.66882,-115.7496
EAGLE MOUNTAIN,California,1951,0,True,33.85751,-115.4872
EAGLE NEST,New Mexico,1935,0,True,36.55392,-105.2661
EAGLE RIVER,Alaska,1961,0,True,61.32441,-149.5756
EARLTON,Kansas,1950,0,True,37.58811,-95.46915
EARP,California,1930,0,True,34.16369,-114.3036
EARTH,Texas,1925,0,True,34.23369,-102.4112
EAST CAMP,New Mexico,1940,3,True,32.84118,-108.9295
EAST CARBON,Utah,1973,0,True,39.54351,-110.4208
EAST COLUMBIA,Texas,1927,1,True,29.14136,-95.61578
EAST GLACIER PARK,Montana,1950,0,True,48.44415,-113.2174
EAST IRVINE,California,1965,1,True,33.67585,-117.7598
EAST LAS VEGAS,Nevada,1959,1,True,36.09938,-115.0724
EAST OLYMPIA,Washington,1933,0,True,46.96674,-122.8371
EAST PORTAL,Colorado,1923,1,True,39.90332,-105.6444
EASTON,Texas,1949,0,True,32.38642,-94.58405
ECHO,Utah,1951,0,True,40.9783,-111.4436
ECHO LAKE,California,1926,1,True,38.8338,-120.0416
ECHOTA,Oklahoma,1921,2,True,35.81801,-94.74968
ECLETO,Texas,1921,1,True,29.04636,-97.75139
EDCOUCH,Texas,1927,0,True,26.29424,-97.96491
EDEN,California,1924,2,True,33.87807,-117.055
EDGERTON,Wyoming,1925,0,True,43.41256,-106.2474
EDGEWOOD,New Mexico,1936,0,True,35.0635,-106.1956
EDMONSON,Texas,1937,0,True,34.28249,-101.8999
EDNA BAY,Alaska,1943,1,True,55.94889,-133.6622
EDWARDS,California,1951,0,True,34.92589,-117.9378
EEK,Alaska,1949,0,True,60.21719,-162.0264
EGEGIK,Alaska,1930,0,True,58.21215,-157.3756
EGGERS,Colorado,1926,2,True,40.69081,-105.4875
EKLUTNA,Alaska,1926,3,True,61.45806,-149.3622
EKWAK,Alaska,1935,1,True,59.34972,-157.4753
EKWOK,Alaska,1966,0,True,59.35042,-157.4749
EL BERNARDO,Texas,1926,4,True,29.04025,-95.65273
EL INDIO,Texas,1939,0,True,28.51518,-100.3118
EL MIRAGE,Arizona,1947,0,True,33.60853,-112.3177
EL MORRO,New Mexico,1927,1,True,34.727,-106.7109
EL PORVENIR,New Mexico,1928,1,True,35.69671,-105.3828
EL PRADO,New Mexico,1936,0,True,36.44822,-105.5866
EL SAUZ,Texas,1928,1,True,26.57395,-98.8717
ELDORADO SPRINGS,Colorado,1930,0,True,39.93293,-105.2736
ELECTRIC CITY,Texas,1927,4,True,35.71032,-101.4129
ELECTRIC CITY,Washington,1935,0,True,47.9323,-119.0389
ELEPHANT BUTTE,New Mexico,1935,0,True,33.14868,-107.1848
ELFIN COVE,Alaska,1935,0,True,58.19393,-136.3452
ELIM,Alaska,1944,0,True,64.61733,-162.2606
ELK LAKE,Oregon,1924,2,True,43.9815,-121.8059
ELK SPRINGS,Colorado,1924,1,True,40.35552,-108.4484
ELMER CITY,Washington,1939,0,True,47.99857,-118.9536
ELSA,Texas,1927,0,True,26.29297,-97.9828
ELTON,Texas,1925,1,True,33.70453,-100.8415
EMERY PARK,Arizona,1928,1,True,32.14036,-110.962
EMMONAK,Alaska,1961,0,True,62.77626,-164.527
EMPIRE,Nevada,1951,0,True,40.57574,-119.3421
EMPIRE CITY,Oklahoma,1921,2,True,34.42036,-98.02698
ENDLEE,South Dakota,1921,4,True,45.25304,-102.7749
ENGLISH,Texas,1921,4,True,29.37413,-95.52772
ENMEDIO,New Mexico,1932,4,True,35.82586,-105.9045
ENNING,South Dakota,1926,0,True,44.57571,-102.5627
ENOCHS,Texas,1926,0,True,33.87308,-102.7608
ENRIGHT,Oregon,1932,4,True,45.72372,-123.5698
ENTRANCE ISLAND,Alaska,1947,4,True,57.41222,-133.4411
ESCABOSA,New Mexico,1937,3,True,34.92505,-106.29
ESCOBAS,Texas,1936,1,True,27.06254,-99.02364
ESCONDIDA,New Mexico,1931,4,True,34.08479,-106.8964
ESPERANZA,Texas,1935,1,True,31.15957,-105.7105
ESSEX,California,1932,1,True,34.73361,-115.245
ESTER,Alaska,1965,0,True,64.84523,-148.0196
ESTRELLA,Arizona,1933,3,True,33.00116,-112.4174
ESTRELLA,New Mexico,1922,4,True,35.89641,-107.4564
ETNA,California,1924,0,True,41.4564,-122.8948
ETTER,Texas,1931,2,True,36.02698,-101.9996
EURA,Texas,1922,4,True,30.17465,-99.38033
EVANSVILLE,Wyoming,1923,0,True,42.86142,-106.2687
EWA BEACH,Hawaii,1930,0,True,21.31689,-158.0153
FAIRACRES,New Mexico,1926,0,True,32.3081,-106.8373
FAIRCHILD,Washington,1951,1,True,47.63405,-117.6686
FAIRCHILD AIR FORCE BASE,Washington,1956,0,True,47.62876,-117.6549
FAIRVIEW,New Mexico,1952,1,True,36.00975,-106.0478
FALFA,Colorado,1924,1,True,37.21306,-107.7909
FALLSVALE,California,1929,1,True,34.08834,-116.9203
FALOMA,Oregon,1921,4,True,45.60262,-122.6682
FALSE PASS,Alaska,1921,0,True,54.85349,-163.4114
FANSHAW,Alaska,1932,2,True,57.21278,-133.5019
FARANUF,Montana,1929,4,True,47.69501,-107.2445
FARISTA,Colorado,1923,1,True,37.74473,-105.0714
FARLEY,New Mexico,1932,1,True,36.35281,-104.0391
FAUBION,Oregon,1925,4,True,45.34317,-121.9351
FAWN LODGE,California,1931,3,True,40.67626,-122.8306
FAYSVILLE,Texas,1932,3,True,26.41035,-98.13529
FEATHER FALLS,California,1921,1,True,39.59322,-121.2564
FELIX,New Mexico,1934,3,True,33.11384,-104.327
FELT,Oklahoma,1926,0,True,36.5649,-102.7947
FERDIG,Montana,1926,1,True,48.75417,-111.775
FERGUSON,Texas,1928,2,True,31.03603,-94.13936
FERNBRIDGE,California,1924,1,True,40.61624,-124.2012
FERRY,Alaska,1925,4,True,64.01667,-149.1167
FETTERS HOT SPRINGS,California,1939,1,True,38.31991,-122.4861
FIELD,New Mexico,1930,2,True,34.44811,-107.3928
FIELDTON,Texas,1930,0,True,34.03926,-102.2232
FIG GARDEN VILLAGE,California,1925,3,True,36.82273,-119.8624
FINGER BUTTE,Montana,1921,2,True,47.45834,-107.1173
FINN ROCK,Oregon,1947,1,True,44.12901,-122.3828
FISCHER,Texas,1950,0,True,29.97711,-98.26709
FISH CAMP,California,1924,0,True,37.47931,-119.6385
FITTSTOWN,Oklahoma,1935,0,True,34.61481,-96.63445
FIVE POINTS,California,1944,0,True,36.42856,-120.1028
FLAGG,Texas,1925,1,True,34.42619,-102.4099
FLORENCE JUNCTION,Arizona,1934,1,True,33.2595,-111.3371
FLORIDA,New Mexico,1928,3,True,32.41592,-107.5767
FLORIDA,New Mexico,1950,2,True,34.09118,-106.8984
FLOWELL,Utah,1923,7,True,38.97913,-112.4286
FLYING H,New Mexico,1938,0,True,33.0051,-105.103
FOLGER,Alaska,1935,3,True,63.56167,-156.0833
FOLLYFARM,Oregon,1929,2,True,43.04905,-118.2052
FOLSOM,California,1938,0,True,38.67177,-121.1661
FOREST FALLS,California,1960,0,True,34.0884,-116.9205
FORKS,Montana,1929,1,True,48.74584,-107.4895
FORREST,New Mexico,1933,1,True,34.79472,-103.5836
FORSAN,Texas,1929,0,True,32.1098,-101.3674
FORT LYON,Colorado,1922,0,True,38.09223,-103.1522
FORT MCDOWELL,Arizona,1923,4,True,33.63671,-111.6746
FORT PECK,Montana,1934,0,True,47.98224,-106.4531
FORT PECK DAM,Montana,1934,4,True,48.00912,-106.45
FORT SUPPLY,Oklahoma,1943,0,True,36.5735,-99.57181
FORT UNION,Montana,1925,5,True,48.00974,-104.0488
FOSS,Oregon,1928,4,True,45.69622,-123.7976
FOUNDATION,Montana,1925,2,True,46.25945,-104.9611
FOUR BUTTES,Montana,1927,1,True,48.80975,-105.6064
FOUR MILE,Oregon,1947,2,True,43.00816,-124.4151
FOURCHETT,Montana,1922,2,True,47.73333,-107.9701
FOX HOLLOW,Oregon,1922,6,True,43.93873,-123.2081
FRANCIS,Montana,1939,1,True,46.14576,-111.0891
FRAZIER,New Mexico,1937,1,True,33.59787,-104.3325
FRAZIER PARK,California,1927,0,True,34.81992,-118.9455
FREEDOM,California,1940,0,True,36.93941,-121.7752
FREER,Texas,1927,0,True,27.88013,-98.61546
FREMONT,California,1956,0,True,37.55587,-122.0137
FRENCHGLEN,Oregon,1926,0,True,42.82683,-118.9155
FRIEDA,Oregon,1950,4,True,45.03818,-121.1134
FRIEL,Montana,1925,4,True,47.18889,-107.1437
FRISCO,New Mexico,1938,3,True,33.69339,-108.7662
FRITCH,Texas,1928,0,True,35.63883,-101.6064
FRONTON,Texas,1948,1,True,26.40701,-99.08392
FRY,Texas,1927,2,True,31.82515,-99.18367
FRY,Arizona,1937,1,True,31.55676,-110.2951
FRY CANYON,Utah,1957,1,True,37.6311,-110.1562
FULLERTON,Texas,1948,1,True,32.38428,-102.7821
FURPORT,Washington,1924,2,True,48.24185,-117.176
GABALDON,New Mexico,1941,1,True,35.4756,-105.2917
GABBS,Nevada,1943,0,True,38.86173,-117.9313
GAGEBY,Texas,1950,1,True,35.61977,-100.3401
GALENA,Alaska,1932,0,True,64.74449,-156.8767
GALENA PARK,Texas,1931,0,True,29.73285,-95.23937
GALLATIN GATEWAY,Montana,1927,0,True,45.59125,-111.2032
GALLUP CITY,Montana,1928,2,True,48.09385,-112.1131
GAMBELL,Alaska,1939,0,True,63.77812,-171.7242
GAMERCO,New Mexico,1923,1,True,35.57224,-108.7654
GANES CREEK,Alaska,1951,5,True,63.08972,-156.4306
GARCIASVILLE,Texas,1929,0,True,26.32307,-98.70631
GARDENDALE,Texas,1971,0,True,32.03449,-102.3825
GARNET,California,1930,2,True,33.90196,-116.5456
GARNETT,California,1927,6,True,33.90196,-116.5456
GARRY,Montana,1923,7,True,48.39997,-113.7121
GARRYOWEN,Montana,1931,0,True,45.52665,-107.4167
GARY,Montana,1930,3,True,47.14161,-111.8605
GAVILAN,New Mexico,1929,2,True,36.25502,-106.0511
GAYLORD,Oregon,1927,2,True,42.95539,-124.1068
GELATT,California,1923,2,True,39.32102,-120.2913
GENE AUTRY,Oklahoma,1941,0,True,34.28229,-97.04165
GENEVIEW,Texas,1923,2,True,33.31093,-100.2026
GIDLEY,Montana,1928,6,True,47.9128,-105.0478
GIFFEN,Montana,1933,3,True,47.31385,-111.1866
GILA HOT SPRINGS,New Mexico,1966,2,True,33.1959,-108.207
GILBERT,Nevada,1925,4,True,38.19604,-117.6968
GILCHRIST,Texas,1950,0,True,29.51245,-94.48908
